Jan 2002 - Oct 2024,Value,Monthly Change,Yearly change,Indexed value
136.8, 0.3, 2.4,140.2
137.4, 0.4, 2.2,140.8
136.6,-0.6, 0.9,140.0
135.7,-0.7,-0.2,139.0
136.1, 0.3,-0.4,139.4
137.2, 0.8, 0.7,140.6
137.2, 0.0, 0.1,140.6
137.0,-0.1, 0.1,140.4
136.9,-0.1, 0.5,140.3
137.5, 0.4, 0.7,140.9
137.7, 0.1, 1.0,141.1
137.4,-0.2, 0.7,140.8
138.2, 0.6, 1.0,141.6
138.9, 0.5, 1.1,142.3
139.6, 0.5, 2.2,143.0
140.3, 0.5, 3.4,143.8
141.0, 0.5, 3.6,144.5
141.4, 0.3, 3.1,144.9
142.3, 0.6, 3.7,145.8
142.6, 0.2, 4.1,146.1
142.9, 0.2, 4.4,146.4
143.9, 0.7, 4.7,147.4
144.2, 0.2, 4.7,147.7
144.0,-0.1, 4.8,147.5
145.3, 0.9, 5.1,148.9
146.8, 1.0, 5.7,150.4
148.9, 1.4, 6.7,152.6
149.8, 0.6, 6.8,153.5
151.9, 1.4, 7.7,155.6
152.9, 0.7, 8.1,156.7
153.1, 0.1, 7.6,156.9
152.6,-0.3, 7.0,156.4
152.7, 0.1, 6.9,156.5
153.8, 0.7, 6.9,157.6
154.0, 0.1, 6.8,157.8
153.1,-0.6, 6.3,156.9
153.9, 0.5, 5.9,157.7
154.5, 0.4, 5.2,158.3
155.3, 0.5, 4.3,159.1
156.4, 0.7, 4.4,160.2
157.0, 0.4, 3.4,160.9
157.2, 0.1, 2.8,161.1
158.1, 0.6, 3.3,162.0
158.7, 0.4, 4.0,162.6
158.5,-0.1, 3.8,162.4
158.6, 0.1, 3.1,162.5
158.8, 0.1, 3.1,162.7
158.3,-0.3, 3.4,162.2
158.3, 0.0, 2.9,162.2
158.8, 0.3, 2.8,162.7
159.8, 0.6, 2.9,163.7
160.6, 0.5, 2.7,164.5
161.5, 0.6, 2.9,165.5
161.4,-0.1, 2.7,165.4
162.1, 0.4, 2.5,166.1
161.8,-0.2, 2.0,165.8
161.1,-0.4, 1.6,165.1
161.8, 0.4, 2.0,165.8
