observation_date,MEDCPIM158SFRBCLE
2012-09-01,2.28660374272893030
2012-10-01,1.87504766315374005
2012-11-01,2.07215537879355027
2012-12-01,1.79065016566901991
2013-01-01,2.74180750368704018
2013-02-01,2.45154222786008003
2013-03-01,1.21535791179702990
2013-04-01,2.08888418599399994
2013-05-01,1.95638233225289992
2013-06-01,2.13725043962468986
2013-07-01,2.00320004740069013
2013-08-01,2.14802989891619989
2013-09-01,2.23216017314455994
2013-10-01,1.16372929089216992
2013-11-01,2.60550640737741990
2013-12-01,2.84464408227172028
2014-01-01,2.40632650352187971
2014-02-01,2.35083134647024972
2014-03-01,2.85897667543570977
2014-04-01,2.21493222879675988
2014-05-01,2.54562660708071009
2014-06-01,1.31136444111866002
2014-07-01,2.40490383837574973
2014-08-01,1.75173691535098008
2014-09-01,1.93541098458713989
2014-10-01,2.42895655112680009
2014-11-01,2.25631054100233008
2014-12-01,2.38339424556420010
2015-01-01,1.94752959883825993
2015-02-01,1.95449451571832000
2015-03-01,2.43333592636742990
2015-04-01,2.96265053867684003
2015-05-01,2.50129109910949987
2015-06-01,2.97239956431091956
2015-07-01,1.92202530060316956
2015-08-01,1.63579063211564990
2015-09-01,2.99841569275872022
2015-10-01,2.28316449144805000
2015-11-01,2.26548060012650021
2015-12-01,1.83471969623818998
2016-01-01,2.70841659132004020
2016-02-01,2.53771440127247994
2016-03-01,2.22200455864591984
2016-04-01,3.82547788330950977
2016-05-01,3.28051918804040010
2016-06-01,2.10339046055212009
2016-07-01,2.49016471097935987
2016-08-01,2.74257089079208027
2016-09-01,2.49832933493122011
2016-10-01,2.01802556175075010
2016-11-01,2.45883151623452001
2016-12-01,2.03838510774881021
2017-01-01,3.43630577482942989
2017-02-01,3.29234633875322036
2017-03-01,1.91438367511723007
2017-04-01,1.55365836257900991
2017-05-01,2.11321887098435024
2017-06-01,1.89683378620466958
2017-07-01,2.12209368341407023
2017-08-01,2.27475798765204029
2017-09-01,2.87025677144829983
2017-10-01,2.42496302403465025
2017-11-01,2.42039295861358017
2017-12-01,2.95574718908234013
2018-01-01,4.17000041826154000
2018-02-01,2.01327934554866994
2018-03-01,1.96190007372538955
2018-04-01,2.93200914809487978
2018-05-01,2.98183255084012044
2018-06-01,2.63211788853712036
2018-07-01,2.11149391449984991
2018-08-01,2.29671128678510028
2018-09-01,2.33372335554622046
2018-10-01,2.60626268747923007
2018-11-01,3.72376360170077048
2018-12-01,2.91177701505443043
2019-01-01,2.88960472562633974
2019-02-01,2.97821762626108999
2019-03-01,3.21024114832287033
2019-04-01,2.82946232379089002
2019-05-01,2.55853514567627949
2019-06-01,2.96310499495168989
2019-07-01,3.20088881178510976
2019-08-01,2.62575663098745027
2019-09-01,2.50440284645774058
2019-10-01,2.67072730886815002
2019-11-01,3.27785810135185951
2019-12-01,2.52541708194375980
2020-01-01,3.73900290493837995
2020-02-01,2.87314075414152992
2020-03-01,2.96611597454438991
2020-04-01,2.05141045111049980
2020-05-01,3.04234095952862038
2020-06-01,1.63037994426169996
2020-07-01,4.12644301223046028
2020-08-01,2.56425045725699041
2020-09-01,1.09289511329195999
2020-10-01,1.79186100386308023
2020-11-01,1.36409877769683008
2020-12-01,1.40126243037698983
2021-01-01,1.17126192381685001
2021-02-01,2.79187179404496000
2021-03-01,2.45230811885554978
2021-04-01,2.90626910167791008
2021-05-01,3.25571552598808989
2021-06-01,3.75085967160497979
2021-07-01,3.03001455558991006
2021-08-01,4.05292067237106046
2021-09-01,4.93068961392651062
2021-10-01,6.58162335190871062
2021-11-01,5.92197752452098847
2021-12-01,4.86424346054244072
2022-01-01,6.73598572134308959
2022-02-01,6.37518816583601922
2022-03-01,6.22131864885611030
2022-04-01,6.92388263628694034
2022-05-01,7.58887877102441077
2022-06-01,8.01045995451126025
2022-07-01,5.98832618011915052
2022-08-01,8.04803616793305920
2022-09-01,7.72921604833855991
2022-10-01,6.69366641779917959
2022-11-01,5.91661658760608944
2022-12-01,6.55462261476892838
2023-01-01,7.40659988402694047
2023-02-01,7.88049589496700165
2023-03-01,4.62475076644841998
2023-04-01,5.18616801348069156
2023-05-01,4.83841780786020959
2023-06-01,4.39642524892616038
2023-07-01,2.49077584715135991
2023-08-01,4.35897232415277003
2023-09-01,5.21792092786128947
2023-10-01,3.49795816925966019
2023-11-01,5.12261495364029962
2023-12-01,4.16012515068491151
2024-01-01,6.54247711333595028
2024-02-01,4.55815950379620993
2024-03-01,4.32734565378700964
2024-04-01,4.25132259006097968
2024-05-01,3.01646901493071029
2024-06-01,2.36466518194450970
2024-07-01,3.80499824370928019
2024-08-01,3.18039686786902021
2024-09-01,4.14646127656875052
2024-10-01,3.60736895679824965
